instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
311,07/11/11,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,4035
312,08/11/11,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,4205
313,09/11/11,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,4109
314,10/11/11,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933
315,11/11/11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368
316,12/11/11,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067
317,13/11/11,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,3717
318,14/11/11,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,4486
319,15/11/11,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,4195
320,16/11/11,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1817
321,17/11/11,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,3053
322,18/11/11,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392
323,19/11/11,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,3663
324,20/11/11,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,3520
325,21/11/11,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765
326,22/11/11,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,1607
327,23/11/11,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566
328,24/11/11,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,1495
329,25/11/11,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792
330,26/11/11,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068
331,27/11/11,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071
332,28/11/11,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867
333,29/11/11,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914
334,30/11/11,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613
335,01/12/11,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727
336,02/12/11,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,3940
337,03/12/11,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614
338,04/12/11,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,3485
339,05/12/11,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,3811
340,06/12/11,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,2594
341,07/12/11,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705
342,08/12/11,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322
343,09/12/11,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,3620
344,10/12/11,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190
345,11/12/11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743
346,12/12/11,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310
347,13/12/11,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523
348,14/12/11,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,3740
349,15/12/11,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,3709
350,16/12/11,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577
351,17/12/11,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739
352,18/12/11,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,2431
353,19/12/11,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403
354,20/12/11,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,3750
355,21/12/11,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660
356,22/12/11,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068
357,23/12/11,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,2209
358,24/12/11,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011
359,25/12/11,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754
360,26/12/11,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317
361,27/12/11,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162
362,28/12/11,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,2302
363,29/12/11,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,2423
364,30/12/11,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,2999
365,31/12/11,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485
366,01/01/12,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,2294
367,02/01/12,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,1951
368,03/01/12,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,2236
369,04/01/12,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,2368
370,05/01/12,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,3272
371,06/01/12,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,4098
372,07/01/12,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,4521
373,08/01/12,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,3425
374,09/01/12,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,2376
375,10/01/12,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,3598
376,11/01/12,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,2177
377,12/01/12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,4097
378,13/01/12,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,3214
379,14/01/12,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,2493
380,15/01/12,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,2311
381,16/01/12,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,2298
382,17/01/12,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,2935
383,18/01/12,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,3376
384,19/01/12,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,3292
385,20/01/12,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,3163
386,21/01/12,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,1301
387,22/01/12,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,1977
388,23/01/12,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,2432
389,24/01/12,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,4339
390,25/01/12,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,4270
391,26/01/12,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,4075
392,27/01/12,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,3456
393,28/01/12,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,4023
394,29/01/12,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,3243
395,30/01/12,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,3624
396,31/01/12,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,4509
397,01/02/12,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,4579
398,02/02/12,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,3761
399,03/02/12,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,4151
400,04/02/12,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,2832
401,05/02/12,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,2947
402,06/02/12,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,3784
403,07/02/12,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,4375
404,08/02/12,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,2802
405,09/02/12,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,3830
406,10/02/12,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,3831
407,11/02/12,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,2169
408,12/02/12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,1529
409,13/02/12,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,3422
410,14/02/12,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,3922
411,15/02/12,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,4169
412,16/02/12,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,3005
413,17/02/12,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,4154
414,18/02/12,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,4318
415,19/02/12,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,2689
416,20/02/12,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,3129
417,21/02/12,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,3777
418,22/02/12,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,4773
419,23/02/12,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,5062
420,24/02/12,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,3487
421,25/02/12,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,2732
422,26/02/12,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,3389
423,27/02/12,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,4322
424,28/02/12,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,4363
425,29/02/12,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,1834
426,01/03/12,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,4990
427,02/03/12,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,3194
428,03/03/12,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,4066
429,04/03/12,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,3423
430,05/03/12,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,3333
431,06/03/12,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,3956
432,07/03/12,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,4916
433,08/03/12,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,5382
434,09/03/12,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,4569
435,10/03/12,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,4118
436,11/03/12,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,4911
437,12/03/12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,5298
438,13/03/12,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,5847
439,14/03/12,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,6312
440,15/03/12,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,6192
441,16/03/12,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,4378
442,17/03/12,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,7836
443,18/03/12,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,5892
444,19/03/12,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,6153
445,20/03/12,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,6093
446,21/03/12,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,6230
447,22/03/12,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,6871
448,23/03/12,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,8362
449,24/03/12,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,3372
450,25/03/12,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,4996
451,26/03/12,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,5558
452,27/03/12,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,5102
453,28/03/12,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,5698
454,29/03/12,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,6133
455,30/03/12,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,5459
456,31/03/12,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,6235
457,01/04/12,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,6041
458,02/04/12,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,5936
459,03/04/12,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,6772
460,04/04/12,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,6436
461,05/04/12,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,6457
462,06/04/12,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,6460
463,07/04/12,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,6857
464,08/04/12,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,5169
465,09/04/12,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,5585
466,10/04/12,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,5918
467,11/04/12,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,4862
468,12/04/12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,5409
469,13/04/12,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,6398
470,14/04/12,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,7460
471,15/04/12,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,7132
472,16/04/12,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,6370
473,17/04/12,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,6691
474,18/04/12,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,4367
475,19/04/12,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,6565
476,20/04/12,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,7290
477,21/04/12,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,6624
478,22/04/12,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,1027
479,23/04/12,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,3214
480,24/04/12,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,5633
481,25/04/12,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,6196
482,26/04/12,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,5026
483,27/04/12,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,6233
484,28/04/12,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,4220
485,29/04/12,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,6304
486,30/04/12,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,5572
487,01/05/12,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,5740
488,02/05/12,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,6169
489,03/05/12,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,6421
490,04/05/12,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,6296
491,05/05/12,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,6883
492,06/05/12,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,6359
493,07/05/12,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,6273
494,08/05/12,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,5728
495,09/05/12,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,4717
496,10/05/12,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,6572
497,11/05/12,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,7030
498,12/05/12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,7429
